序号,行政区划代码,模板填写行政区划名称,单位名称,组织机构编码,法人代表,联系人,联系电话,单位地址,单位类型,经济类型,所属行业,产业类别,自主创业情况,就业总人数,需求人数
3634,4311030826,冷水滩区黄阳司镇曾家湾村,曾勇货运,721,曾勇,曾勇,15869998122,冷水滩区黄阳司镇曾家湾村,个体工商户,个体经营,其他,第三产业,其他,2,0
3639,4311030827,冷水滩区黄阳司镇养马坪村,钱中发个体运输,726,钱中发,钱中发,13874619486,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3641,4311030827,冷水滩区黄阳司镇养马坪村,蒋阳贵鱼摊,728,蒋阳贵,蒋阳贵,13574619847,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3644,4311030827,冷水滩区黄阳司镇养马坪村,钱华红个体运输,731,钱华红,钱华红,13874619486,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3645,4311030827,冷水滩区黄阳司镇养马坪村,钱斌个体运输,732,钱斌,钱斌,15116547797,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3646,4311030827,冷水滩区黄阳司镇养马坪村,钱春生鱼摊,733,钱春生,钱春生,13874619486,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3647,4311030827,冷水滩区黄阳司镇养马坪村,冯长贵鱼摊,734,冯长贵,冯长贵,1511647797,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3648,4311030827,冷水滩区黄阳司镇养马坪村,唐仁党鱼摊,735,唐仁党,唐仁党,15116547797,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3650,4311030827,冷水滩区黄阳司镇养马坪村,钱华智个体运输,737,钱华智,钱华智,15116547797,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3656,4311030827,冷水滩区黄阳司镇养马坪村,钱小军鱼摊,743,钱小军,钱小军,15874622498,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3658,4311030827,冷水滩区黄阳司镇养马坪村,养马坪钱友元碾米,745,钱友元,钱友元,18797742028,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3659,4311030827,冷水滩区黄阳司镇养马坪村,养马坪钱建光装修,746,钱建光,钱建光,13085420015,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,其他,第三产业,其他,2,0
3660,4311030827,冷水滩区黄阳司镇养马坪村,养马坪村冯亮生碾米,747,冯亮,冯亮,13787607228,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3661,4311030827,冷水滩区黄阳司镇养马坪村,养马坪钱建回装修,748,钱建回,钱建回,13237469423,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,其他,第三产业,其他,2,0
3662,4311030827,冷水滩区黄阳司镇养马坪村,养马坪冯世国碾米,749,冯世国,冯世国,15674678803,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3665,4311030827,冷水滩区黄阳司镇养马坪村,钱霞山鱼摊,752,钱霞山,钱霞山,15874622498,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3667,4311030827,冷水滩区黄阳司镇养马坪村,钱冬生个体运输,754,钱冬生,钱冬生,13874619486,冷水滩区黄阳司镇养马坪村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3670,4311030828,冷水滩区黄阳司镇燕子塘村,钱和平鱼摊,757,钱和平,钱和平,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3671,4311030828,冷水滩区黄阳司镇燕子塘村,钱安民个体运输,758,钱安民,钱安民,15116547797,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3673,4311030828,冷水滩区黄阳司镇燕子塘村,唐道付个体运输,760,唐道付,唐道付,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3674,4311030828,冷水滩区黄阳司镇燕子塘村,唐大军个体运输,761,唐大军,唐大军,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3676,4311030828,冷水滩区黄阳司镇燕子塘村,钱华亮个体运输,763,钱华亮,钱华亮,13874619486,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3677,4311030828,冷水滩区黄阳司镇燕子塘村,钱石桥鱼摊,764,钱石桥,钱石桥,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3678,4311030828,冷水滩区黄阳司镇燕子塘村,唐红后个体运输,765,唐红后,唐红后,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3679,4311030828,冷水滩区黄阳司镇燕子塘村,钱新华个体运输,766,钱新华,钱新华,13874619486,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3680,4311030828,冷水滩区黄阳司镇燕子塘村,钱能根个体运输,767,钱能根,钱能根,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3684,4311030828,冷水滩区黄阳司镇燕子塘村,唐志勇个体运输,771,唐志勇,唐志勇,13212660116,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3686,4311030828,冷水滩区黄阳司镇燕子塘村,钱春荀个体运输,773,钱春荀,钱春荀,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3687,4311030828,冷水滩区黄阳司镇燕子塘村,唐乐保个体运输,774,唐乐保,唐乐保,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3689,4311030828,冷水滩区黄阳司镇燕子塘村,唐友生个体运输,776,唐友生,唐友生,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3690,4311030828,冷水滩区黄阳司镇燕子塘村,钱光顺个体运输,777,钱光顺,钱光顺,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3691,4311030828,冷水滩区黄阳司镇燕子塘村,宋长勇杂货零售,778,宋长勇,宋长勇,13212660116,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3692,4311030828,冷水滩区黄阳司镇燕子塘村,唐道林个体运输,779,唐道林,唐道林,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3693,4311030828,冷水滩区黄阳司镇燕子塘村,陶爱国个体运输,780,陶爱国,陶爱国,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3694,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘何香秀碾米,781,何香秀,何香秀,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3695,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘宋和平木工,782,宋和平,宋和平,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,其他,第三产业,其他,2,0
3696,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘宋长勇木工,783,宋长勇,宋长勇,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,其他,第三产业,其他,2,0
3698,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘钱黑吉木工,785,钱黑吉,钱黑吉,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,其他,第三产业,其他,2,0
3699,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘陶新生泥工,786,陶新生,陶新生,13135275378,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3700,4311030828,冷水滩区黄阳司镇燕子塘村,燕子塘陶和生碾米,787,陶和生,陶和生,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3704,4311030828,冷水滩区黄阳司镇燕子塘村,钱春荀杂货零售,791,钱春荀,钱春荀,13207462779,冷水滩区黄阳司镇燕子塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3707,4311030829,冷水滩区黄阳司镇陈家冲村,唐冬霞榨油厂,794,唐冬霞,唐冬霞,18797675187,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3708,4311030829,冷水滩区黄阳司镇陈家冲村,陈忠良个体运输,795,陈忠良,陈忠良,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3709,4311030829,冷水滩区黄阳司镇陈家冲村,唐矮子杂货零售,796,唐矮子,唐矮子,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3710,4311030829,冷水滩区黄阳司镇陈家冲村,唐友田杂货零售,797,唐友田,唐友田,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3712,4311030829,冷水滩区黄阳司镇陈家冲村,唐小华个体运输,799,唐小华,唐小华,13844728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3713,4311030829,冷水滩区黄阳司镇陈家冲村,唐荣杂货零售,800,唐荣,唐荣,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3714,4311030829,冷水滩区黄阳司镇陈家冲村,唐九斤半个体运输,801,唐九斤半,唐九斤半,13844728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3715,4311030829,冷水滩区黄阳司镇陈家冲村,陈友六杂货零售,802,陈友六,陈友六,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3716,4311030829,冷水滩区黄阳司镇陈家冲村,唐乐福商店,803,唐乐福,唐乐福,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3717,4311030829,冷水滩区黄阳司镇陈家冲村,周银华杂货零售,804,周银华,周银华,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3718,4311030829,冷水滩区黄阳司镇陈家冲村,云辉榨油厂,805,唐雪生,唐雪生,18707424031,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3719,4311030829,冷水滩区黄阳司镇陈家冲村,伍留兰杂货零售,806,伍留兰,伍留兰,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3720,4311030829,冷水滩区黄阳司镇陈家冲村,陈效军个体运输,807,陈效军,陈效军,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3721,4311030829,冷水滩区黄阳司镇陈家冲村,陳太平个体运输,808,陈太平,陈太平,18244728292,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3722,4311030829,冷水滩区黄阳司镇陈家冲村,唐建军杂货零售,809,唐建军,唐建军,13844728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3724,4311030829,冷水滩区黄阳司镇陈家冲村,唐世勇杂货零售,811,唐世勇,唐世勇,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3725,4311030829,冷水滩区黄阳司镇陈家冲村,唐五元个体运输,812,唐五元,唐五元,18774682355,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3726,4311030829,冷水滩区黄阳司镇陈家冲村,陈友五杂货零售,813,陈友五,陈友五,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3727,4311030829,冷水滩区黄阳司镇陈家冲村,唐雪生个运输,814,唐雪生,唐雪生,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3728,4311030829,冷水滩区黄阳司镇陈家冲村,榨油厂,815,唐冬元,唐冬元,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3729,4311030829,冷水滩区黄阳司镇陈家冲村,榨油厂,816,唐祚坤,唐祚坤,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3730,4311030829,冷水滩区黄阳司镇陈家冲村,榨油厂,817,唐仁军,唐仁军,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,其他,第三产业,其他,2,0
3731,4311030829,冷水滩区黄阳司镇陈家冲村,唐胖子杂货零售,818,唐胖孑,唐胖孑,18774682355,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3732,4311030829,冷水滩区黄阳司镇陈家冲村,陈鹏杂货零售,819,陈鹏,陈鹏,13874752167,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3733,4311030829,冷水滩区黄阳司镇陈家冲村,唐祚华杂货零售,820,唐祚华,唐祚华,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3734,4311030829,冷水滩区黄阳司镇陈家冲村,唐高山杂货零售,821,唐高山,唐高山,18244728298,冷水滩区黄阳司镇陈家冲村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3735,4311030831,冷水滩区黄阳司镇田心村,唐文广个体运输,822,唐文广,唐文广,13973470191,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3736,4311030831,冷水滩区黄阳司镇田心村,唐文文个体运输,823,唐文文,唐文文,18707427227,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3738,4311030831,冷水滩区黄阳司镇田心村,唐吉妹油漆工,825,唐吉林,唐吉林,13638410336,冷水滩区黄阳司镇田心村,个体工商户,个体经营,其他,第三产业,其他,2,0
3742,4311030831,冷水滩区黄阳司镇田心村,唐时义个体运输,829,唐时义,唐时义,18797746758,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3744,4311030831,冷水滩区黄阳司镇田心村,唐仁军个体运输,831,唐仁军,唐仁军,15576757378,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3745,4311030831,冷水滩区黄阳司镇田心村,唐和平个体运输,832,唐和平,唐和平,15111681963,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3746,4311030831,冷水滩区黄阳司镇田心村,唐正国个体运输,833,唐正国,唐正国,15112975762,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3747,4311030831,冷水滩区黄阳司镇田心村,唐官保榨油店,834,唐官保,唐官保,13874623097,冷水滩区黄阳司镇田心村,个体工商户,个体经营,其他,第三产业,其他,2,0
3750,4311030831,冷水滩区黄阳司镇田心村,唐建冬个体运输,837,唐建冬,唐建冬,15875502554,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3751,4311030831,冷水滩区黄阳司镇田心村,张俭香个体运输,838,张俭香,张俭香,13407468037,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3754,4311030831,冷水滩区黄阳司镇田心村,唐文革个体运输,841,唐文革,唐文革,13762961305,冷水滩区黄阳司镇田心村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3757,4311030830,冷水滩区黄阳司镇社塘村,周新生个体运输,844,周新生,周新生,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3758,4311030830,冷水滩区黄阳司镇社塘村,唐春生个体运输,845,唐春生,唐春生,15074649799,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3759,4311030830,冷水滩区黄阳司镇社塘村,唐伏吉个体运输,846,唐伏吉,唐伏吉,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3760,4311030830,冷水滩区黄阳司镇社塘村,唐中民出租,847,唐中民,唐中民,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,其他,第三产业,其他,2,0
3761,4311030830,冷水滩区黄阳司镇社塘村,唐铁生个体运输,848,唐铁生,唐铁生,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3762,4311030830,冷水滩区黄阳司镇社塘村,唐刚桥个体运输,849,唐刚桥,唐刚桥,15074649799,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3763,4311030830,冷水滩区黄阳司镇社塘村,唐道鹏个体运输,850,唐道鹏,唐道鹏,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3764,4311030830,冷水滩区黄阳司镇社塘村,唐黑孑个体运输,851,唐黑子,唐黑子,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3766,4311030830,冷水滩区黄阳司镇社塘村,唐小阳个体运输,853,唐小阳,唐小阳,15074649799,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3767,4311030830,冷水滩区黄阳司镇社塘村,唐山区个体运输,854,唐山区,唐山区,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3768,4311030830,冷水滩区黄阳司镇社塘村,唐乐户个体运输,855,唐乐户,唐乐户,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3770,4311030830,冷水滩区黄阳司镇社塘村,唐乐军个体运输,857,唐乐军,唐乐军,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3771,4311030830,冷水滩区黄阳司镇社塘村,唐许荣个体运输,858,唐许荣,唐许荣,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3773,4311030830,冷水滩区黄阳司镇社塘村,唐金生杂货零售,860,唐金生,唐金生,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3775,4311030830,冷水滩区黄阳司镇社塘村,唐文强个体运输,862,唐文强,唐文强,13574612797,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3776,4311030830,冷水滩区黄阳司镇社塘村,唐冬生基建队,863,唐冬生,唐冬生,13365861185,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3777,4311030830,冷水滩区黄阳司镇社塘村,吴顺香杂货零售,864,吴顺香,吴顺香,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3778,4311030830,冷水滩区黄阳司镇社塘村,唐建华个体运输,865,唐建华,唐建华,15074649799,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3779,4311030830,冷水滩区黄阳司镇社塘村,唐盛利个体运输,866,唐盛利,唐盛利,15897462356,冷水滩区黄阳司镇社塘村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3784,4311030833,冷水滩区黄阳司镇黄阳司村,宋林宝基建队,871,宋林宝,宋林宝,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3785,4311030833,冷水滩区黄阳司镇黄阳司村,宋跃林杂货零售,872,宋跃林,宋跃林,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3786,4311030833,冷水滩区黄阳司镇黄阳司村,唐金秀杂货零售,873,唐金秀,唐金秀,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3790,4311030833,冷水滩区黄阳司镇黄阳司村,李上军店,877,李上军,李上军,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,其他,第三产业,其他,2,0
3793,4311030833,冷水滩区黄阳司镇黄阳司村,唐铁吉基建队,880,唐铁吉,唐铁吉,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3794,4311030833,冷水滩区黄阳司镇黄阳司村,李旭辉个体运输,881,李旭辉,李旭辉,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3795,4311030833,冷水滩区黄阳司镇黄阳司村,钱振军个运输,882,钱振军,钱振军,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3796,4311030833,冷水滩区黄阳司镇黄阳司村,唐阳林基建队,883,唐阳林,唐阳林,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3801,4311030833,冷水滩区黄阳司镇黄阳司村,李开生个体运输,888,李开生,李开生,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3808,4311030833,冷水滩区黄阳司镇黄阳司村,宋秋生碾米服务,895,宋秋生,宋秋生,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3809,4311030833,冷水滩区黄阳司镇黄阳司村,宋跃林碾米服务,896,宋跃林,宋跃林,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,农林牧渔业,第一产业,其他,2,0
3812,4311030833,冷水滩区黄阳司镇黄阳司村,何银生个体运输,899,何银生,何银生,13257463937,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3813,4311030833,冷水滩区黄阳司镇黄阳司村,唐忠高基建队,900,唐忠高,唐忠高,15974070493,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3814,4311030833,冷水滩区黄阳司镇黄阳司村,李云个体运输,901,李云,李云,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3815,4311030833,冷水滩区黄阳司镇黄阳司村,李军个体运输,902,李军,李军,15274699511,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3816,4311030833,冷水滩区黄阳司镇黄阳司村,宋小海基建队,903,宋小海,宋小海,13204974085,冷水滩区黄阳司镇黄阳司村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3819,4311030832,冷水滩区黄阳司镇冯干岭村,肖建华基建队,906,肖建华,肖建华,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3820,4311030832,冷水滩区黄阳司镇冯干岭村,彭响林个体运输,907,彭响林,彭响林,13574605976,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3822,4311030832,冷水滩区黄阳司镇冯干岭村,游小羊基建队,909,游小羊,游小羊,15874630706,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3823,4311030832,冷水滩区黄阳司镇冯干岭村,冯祥青大米加工,910,冯祥青,冯祥青,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
3824,4311030832,冷水滩区黄阳司镇冯干岭村,唐正辉鱼摊,911,唐正辉,唐正辉,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3825,4311030832,冷水滩区黄阳司镇冯干岭村,朱时明基建队,912,朱时明,朱时明,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3826,4311030832,冷水滩区黄阳司镇冯干岭村,游白吉基建队,913,游白吉,游白吉,15116500819,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3827,4311030832,冷水滩区黄阳司镇冯干岭村,冯德宇基建队,914,冯德宇,冯德宇,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,建筑,第二产业,其他,2,0
3829,4311030832,冷水滩区黄阳司镇冯干岭村,魏黄古大米销售,916,魏黄古,魏黄古,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3830,4311030832,冷水滩区黄阳司镇冯干岭村,彭陆元大米销售,917,彭陆元,彭陆元,15116500819,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,批发零售,第三产业,其他,2,0
3831,4311030832,冷水滩区黄阳司镇冯干岭村,彭玉彬装修队,918,彭玉彬,彭玉彬,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
3835,4311030832,冷水滩区黄阳司镇冯干岭村,唐照明个体运输,922,唐照明,唐照明,15111666587,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3836,4311030832,冷水滩区黄阳司镇冯干岭村,冯德友个体运输,923,冯德友,冯德友,15874655891,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3838,4311030832,冷水滩区黄阳司镇冯干岭村,唐竹茂大米加工,925,唐竹茂,唐竹茂,15874630706,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
3839,4311030832,冷水滩区黄阳司镇冯干岭村,冯祥吉装修队,926,冯祥吉,冯祥吉,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
3840,4311030832,冷水滩区黄阳司镇冯干岭村,唐四明个体运输,927,唐四明,唐四明,13243673879,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,交通运输仓储邮电通信,第三产业,其他,2,0
3841,4311030832,冷水滩区黄阳司镇冯干岭村,肖柏生农资销售,928,肖柏生,肖柏生,13973470191,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
3842,4311030832,冷水滩区黄阳司镇冯干岭村,唐明山装修队,929,唐明山,唐明山,15116500819,冷水滩区黄阳司镇冯干岭村,个体工商户,个体经营,其他,第三产业,其他,2,0
